,name0,average,usersrated,weight,minplayers,maxplayers,playingtime,yearpublished
82535,CS Files: Agents Infiltr?©s,8.041,791,1.818,4,14,20,2017
1612,Unlock! Tijdloze Avonturen,8.041,578,2.125,1,6,90,2019
82529,Descent: Die Reise ins Dunkel (Zweite Edition) â?? Die Trolls?¼mpfe,8.04,1126,3.042,2,5,60,2013
1442,Warhammer Underworlds: Nightvault,8.04,697,2.412,2,2,60,2018
36,Star Wars: Assalto Imperiale,8.039,19180,3.297,2,5,120,2014
82512,7 Cud?³w ??wiata: Pojedynek â?? Panteon,8.036,7654,2.291,2,2,45,2016
26,Caverna,8.035,26507,3.783,1,7,210,2013
82489,Dominion: Dark Ages,8.033,5271,2.735,2,4,30,2012
82484,Dixit 7: L?¡tom?¡sok,8.032,1300,1.133,3,6,30,2016
53,The Gallerist,8.029,8740,4.285,1,4,150,2015
82475,Andor: Voyage vers le Nord,8.029,1072,2.919,2,4,90,2014
82474,Alta Tensi?³n: Expansi?³n Benelux-Europa Central,8.028,3051,3.143,2,6,120,2006
1181,Deep Madness,8.026,1327,3.309,1,6,120,2018
185,Alta Tensi?³n deluxe: Europa/Norte Am?©rica,8.025,3535,3.198,2,6,120,2014
82455,Brzd??k! Mokra robota,8.025,2929,2.222,2,4,60,2017
988,Zombie Kidz Evol?ºci?³,8.024,1072,1.512,2,4,15,2018
82450,Sid Meier's Civilization: Das Brettspiel â?? Ruhm und Reichtum,8.024,2209,3.779,2,5,180,2011
40,Clan di Caledonia,8.023,12842,3.446,1,4,120,2017
82447,Advanced Civilization,8.023,3175,3.66,2,8,480,1991
82446,Mage Wars: Conquest of Kumanjaro ?¢â?¬â?? Spell Tome Expansion,8.023,578,3.375,2,2,90,2013
290,Nemo's War (Second Edition),8.022,2725,3.098,1,4,120,2017
82442,Alta Tensi?³n: Expansi?³n China/Corea,8.022,2713,3.271,2,6,120,2008
1581,Ardennes '44: The Battle of the Bulge,8.021,625,3.688,2,2,360,2003
82435,Caos en el viejo mundo: La rata cornuda,8.021,2364,3.25,3,5,90,2011
1828,Sherlock Holmes Consulente Investigativo: Carlton House e Queen's Park,8.02,503,2,1,8,90,2017
82428,Star Wars X-Wing: El juego de miniaturas â?? Ases Imperiales â?? Pack de Expansi?³n,8.019,974,2.48,2,4,30,2014
82424,Ticket to Ride Map Collection: Volume 5 â?? United Kingdom & Pennsylvania,8.018,4053,2.286,2,5,75,2015
82412,Summoner Wars: Elfi Della Giungla â?? Mazzo Fazione,8.016,795,2.667,2,4,30,2011
75,Aeon's End,8.016,8375,2.786,1,4,60,2016
1073,Advanced Squad Leader: Starter Kit #3,8.014,972,3.892,2,2,180,2007
82392,Sentinels of the Multiverse: Unity Hero Character,8.012,951,2.303,2,5,30,2012
82385,Arkham Horror: Das Kartenspiel â?? Gestaltlos und Unsichtbar: Mythos-Pack,8.012,861,3.571,1,4,120,2017
82381,Legendary: A Marvel Deck Building Game â?? Guardians of the Galaxy,8.011,2763,2.458,1,5,45,2014
25,Puerto Rico,8.009,60748,3.283,3,5,150,2002
1455,SPQR (Deluxe Edition),8.008,680,3.825,1,4,240,2008
2133,Skull Tales: Full Sail!,8.008,632,3.854,1,5,150,2019
1338,Race! Formula 90,8.007,771,3.52,2,6,270,2013
902,In the Hall of the Mountain King,8.006,1319,2.625,2,5,90,2019
31,Blood Rage,8.006,30979,2.878,2,4,90,2015
82354,Les Aventuriers du Rail: USA 1910,8.006,9791,1.906,2,5,60,2006
1013,Atlantis Rising (Second Edition),8.005,1018,2.485,1,7,120,2019
82351,Mage Knight Board Game: Shades of Tezla Expansion,8.005,940,4.147,1,5,240,2015
1544,Pendragon: The Fall of Roman Britain,8.004,664,4.338,1,4,360,2017
82336,Descent: Camino a la Leyenda,8.002,2197,3.667,2,5,240,2008
82331,Star Wars X-Wing Miniaturen-Spiel: TIE Interceptor Erweiterungs-Pack,8.001,1450,2.289,2,2,30,2012
82327,Mysterium: L?¼gen & Geheimnisse,8.001,1074,1.6,2,7,42,2017
79680,Cyclades: Hades,7.995,2152,2.874,2,5,90,2011
1359,Navajo Wars,7.993,727,3.812,1,2,120,2013
79674,Der Herr der Ringe: Das Kartenspiel - Der kleine Hobbit: Auf der T?¼rschwelle,7.992,546,3.207,1,2,0,2013
564,Napoleon's Triumph,7.99,1670,3.641,2,2,180,2007
137,Detective,7.989,5598,2.695,1,5,180,2018
1072,Zombicide: Invader,7.989,1117,2.27,1,6,60,2019
79664,Legendary: A Marvel Deck Building Game â?? Marvel Noir,7.988,692,2.125,1,5,60,2017
345,Shadows of Brimstone: City of the Ancients,7.987,3232,3.341,1,4,120,2014
362,Commands & Colors: Napoleonics,7.987,2465,2.741,2,2,90,2010
79652,Star Wars: Assalto Imperiale â?? Pack di espansione: Han Solo  Canaglia,7.986,784,2.647,2,5,60,2015
79645,Viticulture: In Vino Veritas â?? Mehr Besucher beim Weinbau in der Toskana,7.986,1397,2.769,1,6,90,2016
617,Conflict of Heroes: Awakening the Bear! â?? Operation Barbarossa 1941 (Second Edition),7.985,1665,3.246,2,4,180,2012
79635,Die Burgen von Burgund: Neue Spielertableaus,7.983,779,2.886,2,4,90,2011
1526,Human Punishment: Social Deduction 2.0,7.983,1083,2.562,4,16,90,2018
1521,BattleCON: Destino de Indines,7.982,658,3.211,2,2,60,2015
79626,Mystic Vale: Vale of the Wild,7.982,744,2.75,2,4,45,2017
79625,Dixit 6: Eml?©kek,7.982,1638,1.259,3,6,30,2015
79614,Dominion: Comarcas,7.979,5526,2.549,2,4,30,2011
454,1846: The Race for the Midwest,7.979,1922,4.026,3,5,240,2005
79613,Star Wars: Assalto Imperiale â?? Pack di espansione: R2-D2 e C-3PO,7.979,585,3,2,5,90,2015
79612,Alta Tensi?³n: Australia / Subcontinente Indio,7.979,646,3.067,2,6,120,2013
445,Inflexibles: Normandie,7.978,2220,2.211,2,2,60,2019
79604,Suburbia Inc,7.977,2668,2.733,1,4,90,2013
285,Advanced Squad Leader,7.977,3419,4.726,2,2,480,1985
747,Space Hulk (Fourth Edition),7.976,1503,2.688,2,2,60,2014
79591,Legendary: A Marvel Deck Building Game â?? Fantastic Four,7.976,2684,2.469,1,5,45,2013
79589,Descendance: Le Port,7.976,1609,3.054,2,5,90,2014
79578,Stockpile: Continuing Corruption,7.973,715,2.091,2,5,75,2016
79573,Star Wars X-Wing: El juego de miniaturas â?? Carguero YT-2400 â?? Pack de Expansi?³n,7.973,526,2.454,2,2,0,2014
79570,Summoner Wars: Mercenari â?? Mazzo Fazione,7.972,590,2.5,2,4,30,2012
79565,Star Wars: Assalto Imperiale â?? Pack di espansione â?? Chewbacca  Wookiee Fedele,7.971,771,2.625,2,5,60,2015
356,Champ d'Honneur,7.97,2591,2.274,2,4,30,2018
79554,Memoir '44: Eastern Front,7.969,2700,2.171,2,8,60,2005
335,Thunderstone Quest,7.968,2706,2.75,2,4,90,2018
1868,Warhammer 40000: Kill Team,7.968,594,3.318,2,4,60,2018
275,Dominion (II edycja),7.968,3215,2.244,2,4,30,2016
61,Teotihuacan: Citt?? degli Dei,7.967,10238,3.741,1,4,120,2018
79537,Istanbul: k?¡v?© ?©s baksis,7.967,2577,2.727,2,5,60,2015
79534,Star Wars X-Wing: El juego de miniaturas â?? Esclavo I â?? Pack de Expansi?³n,7.966,1629,2.411,2,2,0,2013
79533,Troyes: Die Damen von Troyes,7.965,1498,3.519,2,4,90,2012
79528,Der Herr der Ringe: Das Kartenspiel â?? Khazad-D?»m,7.965,1380,3,1,2,60,2011
308,Maria,7.965,2646,3.506,2,3,210,2009
1657,Clinic: Deluxe Edition,7.965,610,4.247,1,4,150,2019
79524,Magia i Myszy: Serce Glorma,7.965,1084,2.6,1,4,90,2013
28,Agricola,7.962,61218,3.639,1,5,150,2007
98,Forbidden Stars,7.962,6998,3.81,2,4,180,2015
1296,RAF: Lion vs Eagle,7.961,813,3.273,1,2,300,2009
79488,Carcassonne - Plus 2014,7.961,1700,2.267,2,8,40,2014
2114,Court of the Dead: Mourners Call,7.959,532,2.964,2,5,90,2019
79463,Auf den Spuren von Marco Polo: Die Gef?¤hrten des Marco Polo,7.958,934,3.357,2,5,0,2017
1931,Pericles: The Peloponnesian Wars,7.957,545,4.135,1,4,360,2017
1028,Yellow & Yangtze,7.957,976,3.105,2,4,90,2018
856,Unlock!: Heldhaftige Avonturen,7.956,1178,2.462,1,6,60,2018
79454,Race for the Galaxy: Invasion Xeno,7.955,675,3.292,2,5,60,2015
79451,Dominion: Nocturne,7.955,741,3.214,2,6,30,2017
79426,Ci???¼ar?³wk?? przez Galaktyk??: Dodatkowa przyczepa,7.953,3047,2.673,2,5,60,2008
79422,Scythe: Csap?¡s a fellegekb??l,7.952,4217,3.349,1,7,140,2017
79420,Star Wars X-Wing: El juego de miniaturas â?? Ala-B â?? Pack de Expansi?³n,7.952,1210,2.655,2,2,0,2013
39,Cywilizacja: Poprzez wieki,7.952,17614,4.173,2,4,120,2006
79415,Brzd??k!: Kl??twa Mumii,7.952,1416,2.333,2,4,60,2018
1631,1860: Railways on the Isle of Wight,7.95,568,4.116,2,4,240,2004
830,Falling Sky: The Gallic Revolt Against Caesar,7.949,1248,4,1,4,360,2016
79379,Der Eiserne Thron: Das Brettspiel (2. Edition) â?? Fressen f?¼r die Kr?¤hen,7.948,1361,3.494,4,4,120,2013
79361,A Mars terraform?¡l?¡sa: C?©gbirodalom prom?³k?¡rtya,7.946,507,3,1,5,120,2018
79357,Star Trek: Fleet Captains â?? Romulan Empire,7.945,644,3.226,2,6,120,2012
79337,Legendary: A Marvel Deck Building Game â?? Captain America 75th Anniversary,7.944,1149,2.1,1,5,60,2016
88,Pandemic: Iberia,7.942,7616,2.574,2,5,45,2016
330,BattleCON: Devastation of Indines,7.941,2798,3.087,1,5,45,2013
79322,Pyramid Arcade,7.941,615,2.364,1,10,180,2016
79314,Dominion Big Box (English),7.939,832,2.78,2,4,30,2010
79309,Cosmic Encounter: Cosmic Storm,7.938,968,3.111,3,8,60,2013
79307,Spartacus: Die Schlange und der Wolf Erweiterung,7.938,1336,2.604,3,6,180,2013
142,Combat Commander: Europa,7.936,5187,3.236,2,2,180,2006
79280,Legendary: A Marvel Deck Building Game â?? Paint the Town Red,7.936,2827,2.507,1,5,45,2014
930,Three Kingdoms Redux,7.936,1110,4.031,3,3,165,2014
79272,Galaxia: Rebeldes contra Imperio,7.935,5631,3.074,1,6,60,2009
759,Star Trek: Frontiers,7.933,1416,4.317,1,4,240,2016
1753,Moloch felemelked?©se,7.932,686,2.962,2,5,90,2018
1146,Folklore: The Affliction,7.931,1232,3.673,1,5,120,2017
79242,Alta Tensi?³n: Expansi?³n Rusia/Jap?³n,7.931,1409,3.104,2,6,120,2010
79238,Alta Tensi?³n: Francia-Italia,7.93,3057,3.302,2,6,120,2005
79233,Spartacus: The Shadow of Death,7.93,564,2.333,3,7,150,2015
79232,Bolidy: Niebezpieczne Wira?¼e,7.93,720,2,2,6,40,2018
236,Here I Stand,7.929,3473,4.167,2,6,360,2006
79230,Galaxy Trucker: Brandneue Modelle,7.929,505,3.25,2,5,90,2013
231,Cthulhu Wars,7.927,4283,3.127,2,4,120,2015
79202,Les Contr?©es de l'Horreur: Les Masques de Nyarlathotep,7.927,602,2.778,1,8,240,2018
79192,A Mars Terraform?¡l?¡sa: Pingvinek prom?³ k?¡rtya,7.925,808,3,1,5,120,2017
79187,Star Wars: Assalto Imperiale â?? Pack di espansione: Generale Weiss Comandante sul Campo,7.925,564,3,2,5,60,2015
79170,Space Hulk: Deathwing Expansion,7.922,638,2.696,1,4,45,1990
993,Advanced Squad Leader: Starter Kit #2,7.922,1108,3.793,2,2,180,2005
1975,Andor: Le Dernier Espoir,7.921,528,3.154,2,4,90,2017
79159,Railways of England and Wales,7.921,710,3.038,2,5,120,2009
79155,Champions of Midgard: Die unheilvollen Berge,7.921,1929,2.375,2,5,90,2017
79151,Blood Rage: Deuses de Asgard,7.92,2009,2.667,2,4,90,2015
1676,Hands in the Sea,7.916,585,2.938,2,2,120,2016
79090,Der Eiserne Thron: Das Brettspiel (2. Edition) â?? Ein Tanz mit Drachen,7.916,1023,3.483,6,6,180,2012
417,Betrayal Legacy,7.915,2584,2.857,3,5,90,2018
79086,Star Wars: Assalto Imperiale â?? Pack di espansione â?? Campione della Guardia Reale,7.914,624,2.917,2,5,60,2015
79085,Star Wars X-Wing: El juego de miniaturas â?? Ala-X â?? Pack de Expansi?³n,7.914,1580,2.295,2,2,20,2012
79078,Pandemia: In Laboratorio,7.913,4439,2.865,1,6,60,2013
79073,Core Worlds: Galactic Orders,7.913,1031,3,2,5,90,2012
79065,Summoner Wars: Das gefallene K?¶nigreich,7.911,999,2.212,2,4,30,2010
65,Felkel?? Nap,7.911,14147,3.264,3,5,120,2018
42,Eclipse,7.911,25425,3.698,2,6,180,2011
38,Tzolk'in ì´?í?¨: ë§?ì?¼ì?? ë?¬ë?¥,7.909,28377,3.661,2,4,90,2012
79034,Dixit 8: Harmonia,7.908,512,1.2,3,6,60,2017
79032,Sentinels of the Multiverse: The Scholar Hero Character,7.907,846,2.364,2,5,45,2013
45,Auf den Spuren von Marco Polo,7.907,18346,3.192,2,4,100,2015
79027,7 Cud?³w ??wiata: Liderzy â?? Zestaw jubileuszowy,7.907,674,2.333,2,7,30,2017
206,Lords of Hellas,7.905,4805,3.314,1,4,90,2018
68,Mombasa,7.905,10241,3.904,2,4,150,2015
1996,Warfighter: The WWII Tactical Combat Card Game,7.905,555,3.103,1,6,90,2016
79014,Descent: Die Reise ins Dunkel (Zweite Edition) â?? Die H?¶hle des Lindwurms,7.904,1825,3.064,2,5,120,2012
79012,Dominion Erweiterung 7: Die Gilden,7.903,2701,2.533,2,4,30,2013
79004,Die Burgen von Burgund: Die 5. Erweiterung â?? Der Lustgarten,7.901,614,2.476,2,4,90,2014
801,A Distant Plain,7.9,1337,3.824,1,4,300,2013
190,Tiranos de Umbreterna,7.899,4484,2.565,2,4,60,2016
78923,Carcassonne Big Box,7.899,802,2.091,2,6,30,2010
263,Vindication,7.899,3618,3.03,2,5,150,2018
557,Empires: Age of Discovery,7.899,1781,3.351,2,6,150,2015
1739,1754: Conquest â?? The French and Indian War,7.898,587,2.357,2,4,120,2017
2035,The Walking Dead: All Out War,7.898,603,2.833,1,2,120,2016
1463,Hornet Leader: Carrier Air Operations,7.897,756,2.824,1,1,60,2010
221,Antiquity,7.895,3634,4.306,2,4,180,2004
78907,Sentinels of the Multiverse: Rook City,7.895,1757,2.389,2,5,30,2012
1426,Normandy '44,7.894,755,3.34,2,3,420,2010
1889,Mysthea,7.894,660,3.6,2,5,90,2019
78901,Ghost Stories: White Moon,7.894,1823,2.977,1,4,90,2009
752,Batman: Gotham City Chronicles,7.893,1894,3.682,2,4,90,2019
78886,Arkham Horror: El Horror de Innsmouth,7.892,3230,3.569,1,8,180,2009
78883,Memoir '44: Mediterranean Theater,7.891,1327,2.163,2,2,60,2008
78878,10th Anniversary Treasure Chest Set: Settlers of Catan,7.891,992,2.672,3,4,45,2005
78875,Alta Tensi?³n: Europa del Norte/Reino Unido e Irlanda,7.891,942,3,2,6,120,2012
1051,Tang Garden,7.891,1137,2.533,1,4,60,2020
78873,Memoir '44: Pacific Theater,7.89,1901,2.196,2,8,60,2006
267,PARKS,7.889,3666,2.184,1,5,60,2019
127,Trickerion: Legends of Illusion,7.887,6104,4.205,2,4,180,2015
181,1830: Ferrovie e Capitani d'Industria,7.887,4454,4.16,2,7,360,1986
78821,7 Cud?³w ??wiata: Miasta â?? Zestaw jubileuszowy,7.886,630,2.444,2,8,40,2017
78812,Arkham Horror: Das Kartenspiel â?? Der Fluch des Rougarou: Szenario-Pack,7.885,886,3.583,1,4,120,2016
95,Lorenzo der Pr?¤chtige,7.884,7817,3.283,2,4,120,2016
78796,Tiranos da Umbreterna: Decks de expans?£o â?? Aberra?§?µes & Mortos Vivos,7.883,580,2.4,2,4,60,2017
78794,Alta Tensi?³n: Expansi?³n Brasil/Espa?±a y Portugal,7.883,1539,2.971,2,6,120,2009
78790,Sentinels of the Multiverse: Vengeance,7.882,1352,2.773,2,5,45,2014
1194,Renegade,7.881,908,3.631,1,5,90,2018
228,Azul: A kir?¡lyi pavilon,7.879,3848,2,2,4,45,2019
78767,Der Herr der Ringe: Das Kartenspiel â?? Schatten und Flamme,7.879,521,3,1,2,60,2012
156,Star Realms: Colony Wars,7.879,5419,1.94,2,2,20,2015
48,Android: Netrunner,7.879,25866,3.383,2,2,45,2012
101,Brzd??k! W! Kosmosie!: Raban w pr?³?¼ni,7.878,7661,2.508,2,4,90,2017
78766,Star Wars: Assalto Imperiale â?? Pack di espansione: IG-88 Droide Assassino,7.878,674,2.846,2,5,60,2015
78765,Kingsburg: Die Erweiterung des K?¶nigreiches,7.878,4108,2.463,2,5,90,2009
113,B?±n?¼gyi Kr?³nik?¡k,7.878,11210,2.128,1,4,90,2018
78763,Sentinels of the Multiverse: The Final Wasteland Environment,7.878,742,2.4,2,5,45,2013
1668,Dawn of the Zeds (Second edition),7.878,621,3.118,1,1,90,2013
539,Arkwright,7.877,1845,4.571,2,4,240,2014
78753,Pandemic: Le Rem?¨de â?? Mesures Extr?ªmes,7.877,649,2.154,2,5,30,2016
394,It's a Wonderful World,7.876,2696,2.231,1,5,60,2019
78668,Keyflower: Farmerzy,7.874,1076,3.288,2,6,120,2013
500,La Bataille des cinq arm?©es,7.874,2133,3.556,2,2,240,2014
44,Le Havre,7.874,25247,3.746,1,5,150,2008
96,YOKOHAMA,7.873,7715,3.293,2,4,90,2016
1087,U-BOOT,7.873,1333,4.066,1,4,120,2019
78659,Arkham Horror: El Horror de Miskatonic Expansi?³n,7.872,1339,3.35,1,8,240,2011
528,Zombicide: Green Horde,7.871,2481,2.596,1,6,60,2018
268,Horrified,7.871,3781,2.022,1,5,60,2019
35,Alta Tens?£o,7.869,54028,3.273,2,6,120,2004
245,Star Wars: Armada,7.867,4346,3.157,2,2,120,2015
78624,Star Wars: Assalto Imperiale â?? Pack di espansione: Sabotatori Ribelli,7.866,569,2.833,2,5,60,2015
518,Up Front,7.865,2116,3.396,2,3,60,1983
78614,Summoner Wars: Cloaks Faction Deck,7.865,745,2.789,2,4,30,2011
78613,Santorini: Golden Fleece,7.865,908,1.933,2,4,20,2017
78600,Der Herr der Ringe: Das Kartenspiel â?? Die Erben von Nu??menor,7.863,575,3.129,1,2,60,2012
46,Robinson Crusoe: Abenteuer auf der verfluchten Insel,7.863,31353,3.773,1,4,120,2012
140,This War of Mine,7.862,7389,3.213,1,6,120,2017
78588,Tokaido Deluxe Edition,7.862,728,1.6,2,5,45,2015
78582,Funkenschlag: Qu?©bec/Baden-W?¼rttemberg,7.861,564,3.129,2,6,120,2012
67,Crokinole,7.86,11061,1.261,2,4,30,1876
78572,Pory Roku: ??cie?¼ka Przeznaczenia,7.859,1237,2.675,2,4,60,2014
144,Xia: Legends of a Drift System,7.859,6758,3.159,3,5,180,2014
1002,The Reckoners,7.858,1176,2.694,1,6,100,2018
78567,Der Herr der Ringe: Das Kartenspiel â?? Der kleine Hobbit: ??ber den Berg und unter den Berg,7.858,908,3.125,1,2,60,2012
298,Blood Bowl: Living Rulebook,7.856,3321,3.171,2,2,120,2004
396,Star Wars X-Wing: El juego de miniaturas â?? Caja B?¡sica El Despertar de la Fuerza,7.856,2669,2.837,2,2,45,2015
582,The divided Germany 1945-1989,7.856,1830,3.664,2,2,150,2014
78522,Descent: Die Gruft aus Eis,7.856,1186,3.431,2,5,240,2008
78519,Jamaica: The Crew,7.855,737,1.929,2,6,75,2017
78510,Descendance: L'auberge,7.854,2703,2.992,2,5,120,2013
74,Architecten van het Westelijk Koninkrijk,7.852,13268,2.775,1,5,80,2018
135,Cerca y Lejos,7.851,6351,2.831,2,4,120,2017
43,Azul,7.851,44854,1.775,2,4,45,2017
165,Kanban,7.851,5326,4.356,2,4,120,2014
217,Indonesia,7.851,3879,3.988,2,5,240,2005
956,Liberty or Death: The American Insurrection,7.849,1194,4.053,1,4,360,2016
78461,7 Csoda: V?¡rosok,7.849,9377,2.352,2,8,40,2012
64,Twilight Imperium (Third Edition),7.849,17927,4.25,3,6,240,2005
706,The City of Kings,7.849,1766,3.099,1,4,180,2018
51,Dominant Species,7.849,17219,4.041,2,6,240,2010
78457,Istambu??: Listy i Piecz??cie,7.848,1041,2.958,2,5,60,2016
78435,Star Wars X-Wing: El juego de miniaturas â?? Caza TIE â?? Pack de Expansi?³n,7.845,1440,2.222,2,2,20,2012
1235,V-Commandos,7.845,1072,2.738,1,4,180,2016
593,Warhammer Underworlds: Shadespire,7.845,2344,2.442,2,2,30,2017
833,Cerebria: The Inside World,7.844,1435,4.29,1,4,120,2018
78417,Die Burgen von Burgund: Die 4. Erweiterung â?? Die Kl?¶ster,7.843,742,2.862,2,4,30,2013
78416,Mysterium: Hidden Signs,7.843,2202,1.8,2,7,42,2016
78412,Der Herr der Ringe: Das Kartenspiel â?? Der W?¤chter im Wasser,7.843,613,2.727,1,2,60,2012
1271,Disney Villainous: Das B?¶se schl?¤ft nie,7.842,930,2.214,2,3,60,2019
1791,Puzzle Strike Shadows,7.842,600,3,2,4,20,2012
78403,Descent: Die Reise ins Dunkel (Zweite Edition)  â?? Vergessene Seelen,7.842,582,2.769,1,4,150,2014
78392,Star Wars X-Wing: El juego de miniaturas â?? Defensor TIE â?? Pack de Expansi?³n,7.841,696,2.474,2,2,20,2014
1582,Colonial Twilight: The French-Algerian War 1954-62,7.838,688,3.72,1,2,300,2017
78358,Die Arena von Tash-Kalar: Ewiges Eis,7.835,532,3.062,2,4,60,2014
78357,Neuroshima Hex! 3.0: Stalowa Policja,7.835,597,2.546,2,4,30,2012
78353,Agricola: All Creatures Big and Small â?? The Big Box,7.835,593,2.438,2,2,30,2018
78354,Das ??ltere Zeichen: Tore von Arkham,7.835,2281,2.586,1,8,90,2015
78345,A Mars Terraform?¡l?¡sa: H?³alg?¡k prom?³ k?¡rtya,7.834,762,3,1,5,120,2017
78211,Everdell: Pearlbrook,7.833,1280,2.765,1,4,80,2019
78210,7 Csoda:Vezet??k,7.833,12972,2.284,2,7,40,2011
160,Res Arcana,7.833,6137,2.611,2,4,60,2019
78202,Terra Mystica: Bonus Card Shipping Value,7.832,588,3.316,2,5,100,2013
1607,Rurik: Dawn of Kiev,7.83,735,3.046,1,4,120,2019
78188,Sentinels of the Multiverse: Miss Information Villain Character,7.83,775,2.381,2,5,60,2013
2187,Blood on the Clocktower,7.83,602,2.902,5,20,120,2020
78171,Archipelago: Guerre et Paix,7.828,504,3.143,2,5,240,2014
78158,Der Eiserne Thron: Die Thronkriege Erweiterung,7.827,1937,3.445,3,6,180,2004
54,Keyflower,7.827,17872,3.35,2,6,120,2012
78148,Battlestar Galactica: Espansione Pegasus,7.825,5451,3.289,3,6,180,2009
78146,Gentes: Deluxified Edition,7.824,1129,3.265,1,4,120,2018
78144,Firefly: The Game â?? Esmeralda,7.824,571,2.75,1,4,240,2015
66,Les Contr?©es de l'horreur,7.823,27407,3.317,1,8,240,2013
545,Leaving Earth,7.822,2125,3.701,1,5,180,2015
78125,Civilization West Extension Map,7.822,762,3.236,2,7,360,1986
2117,HEXplore It: The Valley of the Dead King,7.822,551,3.179,1,7,180,2017
1813,The Guns of Gettysburg,7.821,590,3.736,2,4,180,2013
78112,Agricola: Gamers' Deck,7.821,850,3.366,1,5,150,2010
2332,Dreamscape,7.821,508,3.091,1,4,90,2019
78103,Sentinels of the Multiverse: Silver Gulch 1883 Environment,7.819,786,2.217,2,5,45,2013
299,Sherlock Holmes Consulente Investigativo: Jack lo Squartatore & Avventure nel West End,7.819,3493,2.157,1,8,120,2016
1401,Circadians: First Light,7.819,806,3.493,1,4,90,2019
78102,Isle of Skye: Druiden,7.819,501,2.167,2,5,75,2018
1422,Warmachine Prime Mk II,7.819,796,3.71,2,4,60,2010
78098,Fallout: Neu-Kalifornien,7.818,517,3,1,4,180,2018
78082,Der Eiserne Thron: Sturm der Schwerter,7.818,1121,3.553,3,4,180,2006
78061,Blood Bowl: Mened?¼er Dru?¼yny â?? Nieczyste Zagrania,7.816,1130,2.649,2,5,60,2014
842,No Retreat! The Russian Front,7.815,1371,3.119,2,2,360,2011
1636,Caylus 1303,7.815,648,2.94,2,5,90,2019
78058,Paratrooper: ASL Module 2,7.815,584,4.059,2,2,120,1986
527,Advanced Squad Leader: Starter Kit #1,7.813,2303,3.745,2,2,120,2004
78030,Blood Bowl: Mened?¼er Dru?¼yny â?? Nag??a ??mier??,7.812,1828,2.36,2,4,90,2013
1845,La Gran Guerra,7.81,602,2.7,2,2,60,2015
58,B??ink!: Velk?¡ podzemn?­ loupe?¾,7.809,24032,2.208,2,4,60,2016
78004,Arkham Horror: Das Grauen von Dunwich Erweiterung,7.808,6102,3.484,1,8,240,2006
554,Star Trek: Ascendancy,7.808,2394,3.152,3,3,180,2016
213,Annibale: Roma contro Cartagine,7.807,4700,3.444,2,2,200,1996
77985,Carcassonne Big Box,7.804,1097,2.066,2,6,100,2012
77984,Zombicide: Black Plague â?? Hero Box 1,7.804,577,2,1,6,60,2016
77982,Heroscape Expansion Set: Thaelenk Tundra,7.804,524,2.297,2,3,60,2006
77974,T.I.M.E Stories: Bractwo Wybrze?¼a,7.802,807,2.929,2,4,240,2018
77972,?¡Aventureros al Tren! India,7.802,4903,2.011,2,4,60,2011
77962,Alta Tensi?³n: Nuevas Tarjetas de Centrales El?©ctricas,7.801,3396,2.987,2,6,120,2007
77961,Star Wars X-Wing: El juego de miniaturas â?? Ala E â?? Pack de Expansi?³n,7.801,699,2.667,2,2,20,2014
77833,Star Wars X-Wing: El juego de miniaturas â?? Ala-A â?? Pack de Expansi?³n,7.799,1473,2.378,2,2,30,2013
85,Invasores do Mar do Norte,7.798,13528,2.526,2,4,80,2015
1704,Lignum (Second Edition),7.798,606,4.135,2,4,120,2017
77828,Andor: La L?©gende de Gard?©toile,7.798,1110,2.822,2,4,90,2013
538,Sidereal Confluence: Remastered Edition,7.797,2066,3.667,4,9,180,2017
77823,Dungeon Petz: Callejones Oscuros,7.796,802,3.829,2,4,120,2013
77822,Onitama: El camino del Sensei,7.796,1118,1.667,2,2,30,2017
